AP,REG,type,an_total_value_value,an_total_low_value,an_total_high_value,excessrate_total_value_value,excessrate_total_low_value,excessrate_total_high_value,fraction_total_value_value,fraction_total_low_value,fraction_total_high_value
pm25v0,NO0A1,Attribute,5.937846339,0.03604087,11.5891072,19.05206246,0.115643605,37.18349867,0.199691831,0.001212069,0.38974516
pm25v0,NO092,Attribute,8.469925464,3.964999686,12.85070661,32.41318274,15.17370475,49.1770962,0.352186611,0.164867742,0.534344031
pm25v0,NO091,Attribute,17.76599682,7.975693654,27.30558588,59.4917757,26.70837283,91.43395645,0.459959437,0.206489393,0.706939273
pm25v0,NO082,Attribute,24.69084947,1.617721159,49.31275756,61.54642136,4.032651567,122.9148613,0.285813452,0.018726258,0.570827868
pm25v0,NO081,Attribute,0,0,13.86660291,0,0,41.84940609,0,0,0.31732777
pm25v0,NO074,Attribute,0,0,5.752521682,0,0,24.07264292,0,0,0.294321867
pm25v0,NO071,Attribute,0,0,9.052681111,0,0,38.02438515,0,0,0.390886077
pm25v0,NO060,Attribute,2.16531285,0,11.29518156,4.806397134,0,25.07217379,0.060193378,0,0.313994939
pm25v0,NO020,Attribute,5.175944107,0,21.55203943,7.118089465,0,29.64148297,0.124321358,0,0.517661586
pm25v0,NL,Attribute,1033.744872,721.2816522,1297.558229,62.11849046,43.34240813,77.97113397,0.737674423,0.514706467,0.925924035
pm25v0,ME,Attribute,157.5907031,133.1818166,182.4641864,255.0021759,215.5056916,295.2503352,2.624791223,2.218261191,3.039052154
pm25v0,LV009,Attribute,32.85495459,23.34064136,42.25266997,126.8752918,90.13339373,163.16746,0.891270991,0.633168048,1.146214048
pm25v0,LV008,Attribute,21.21202016,12.4825905,29.4958747,97.90033756,57.61046545,136.1346465,0.658909002,0.387743632,0.916237327
pm25v0,LV007,Attribute,34.36197002,24.01178017,44.85315296,93.30843946,65.20295186,121.796784,0.756086079,0.528344308,0.986930763
pm25v0,LV006,Attribute,49.89917148,30.72538748,68.58673192,73.93378441,45.5245029,101.6228637,0.538794339,0.331760559,0.740580117
pm25v0,LV005,Attribute,45.43698026,29.53581093,60.64662194,145.0875645,94.31108873,193.657328,0.829144577,0.538967226,1.106711604
pm25v0,LV003,Attribute,23.44107415,15.14073881,31.4882199,84.96426074,54.87844955,114.1328805,0.588473328,0.380096536,0.790496126
pm25v0,LU000,Attribute,10.31098904,0,20.18065141,20.11108045,0,39.36127795,0.277951615,0,0.544005315
pm25v0,LT02,Attribute,290.040389,207.8722728,364.8139133,127.7334107,91.5466491,160.6636218,0.913763899,0.654895505,1.149335911
pm25v0,LT01,Attribute,60.89327093,33.2832684,87.5616884,74.84659991,40.91006257,107.625589,0.61149015,0.334231626,0.879291594
pm25v0,ITI45,Attribute,83.27524415,70.25766571,97.07381368,169.8711385,143.3167904,198.0186614,1.634941682,1.379378163,1.905833519
pm25v0,ITI44,Attribute,87.08962316,64.94423312,110.7072683,161.7381556,120.6121354,205.5973735,1.869806838,1.394380489,2.376814898
pm25v0,ITI43,Attribute,727.5657873,560.9653809,907.3183029,181.2528718,139.7510158,226.0296918,1.919145839,1.479727926,2.393230043
pm25v0,ITI42,Attribute,30.41524696,25.66918735,34.77809599,196.7901807,166.0829094,225.0179642,1.676006278,1.414487327,1.916406598
pm25v0,ITI41,Attribute,58.32109134,48.11874708,68.58222436,188.953821,155.8998326,222.1980749,1.637164359,1.350778249,1.925196556
pm25v0,ITI3X,Attribute,74.2066256,60.14478788,88.16123993,41.23068371,33.41764574,48.98414623,1.813309061,1.469714856,2.15427396
pm25v0,ITI33,Attribute,59.32214596,49.75676636,68.50267557,187.6788389,157.4169375,216.7230811,1.69231828,1.419451953,1.954202211
pm25v0,ITI32,Attribute,105.9596727,87.69662057,123.6643387,226.1740818,187.1921137,263.9637645,2.086911215,1.727248195,2.435564069
pm25v0,ITI31,Attribute,72.48516239,61.38243902,83.39442492,204.0220979,172.7726101,234.7266992,1.960600186,1.660305933,2.255656418
pm25v0,ITI22,Attribute,53.62582323,43.68818524,62.15046483,236.5150002,192.6857406,274.1122,1.889594156,1.539433531,2.189963664
pm25v0,ITI21,Attribute,122.9368898,105.0015795,139.579938,190.5071913,162.7144093,216.2973491,1.739564248,1.485784636,1.975056846
pm25v0,ITI1A,Attribute,45.73857182,36.60297901,54.34237057,207.0838279,165.7224517,246.0372742,1.665113273,1.332537655,1.978326614
pm25v0,ITI19,Attribute,53.40227409,43.97088945,62.44429274,201.192401,165.6600321,235.2577457,1.651635089,1.359943619,1.931282694
pm25v0,ITI18,Attribute,58.68150051,49.06281372,67.63360568,172.3733035,144.1191793,198.6693346,1.540476237,1.28797599,1.775476446
pm25v0,ITI17,Attribute,75.66603419,61.78553368,89.78193658,185.2731907,151.2865467,219.8359132,1.695626978,1.384583759,2.011940669
pm25v0,ITI16,Attribute,76.46579988,61.38740117,92.659165,227.850961,182.9210756,276.1029676,1.896686108,1.52269116,2.298327555
pm25v0,ITI15,Attribute,36.88736877,30.82248934,42.89747881,149.2966628,124.7503251,173.6211585,1.589932869,1.328531367,1.848970186
pm25v0,ITI14,Attribute,170.8920491,138.4106094,202.5921386,174.6052065,141.4184485,206.9934466,1.577055662,1.277311462,1.869586398
pm25v0,ITI13,Attribute,49.8108757,40.27976083,59.29419877,174.2226043,140.8862579,207.3915737,1.602521755,1.29589599,1.907605065
pm25v0,ITI12,Attribute,69.24422212,55.50267401,83.1138002,179.244323,143.6734107,215.1465447,1.51802196,1.216777814,1.822068745
pm25v0,ITI11,Attribute,37.05996515,28.26950396,45.98252331,186.1225375,141.974835,230.9338231,1.49372061,1.139425313,1.853334451
pm25v0,ITH59,Attribute,60.77080788,50.4030659,71.2253124,190.1169863,157.6837628,222.8209993,2.086427034,1.730517555,2.445296715
pm25v0,ITH58,Attribute,79.80812848,67.73632032,91.79854081,207.3308253,175.970177,238.4799155,1.965243668,1.667986736,2.260493951
pm25v0,ITH57,Attribute,95.20682349,79.65467577,110.5099582,251.6216317,210.5196226,292.0652717,2.196943696,1.838080705,2.550056743
pm25v0,ITH56,Attribute,115.3428368,92.06455161,136.6253303,328.7636612,262.4131065,389.4255977,2.499924286,1.995398997,2.961191218
pm25v0,ITH55,Attribute,232.5400613,190.4998158,274.2851525,239.1490773,195.9147069,282.0795991,2.08164502,1.705314942,2.455330972
pm25v0,ITH54,Attribute,135.9486699,112.4585299,159.0414566,199.5715758,165.0887638,233.4708676,1.988534332,1.644948626,2.326305207
pm25v0,ITH53,Attribute,100.1143677,84.08082152,116.266299,196.6683805,165.1718704,228.3972973,1.944057329,1.632717312,2.257694106
pm25v0,ITH52,Attribute,91.6572691,76.75099988,107.185538,214.6766892,179.7642897,251.0456479,1.85358779,1.552138721,2.167615172
pm25v0,ITH51,Attribute,70.49247736,56.78809235,83.48670286,251.1493695,202.3243936,297.4438946,2.015658256,1.623798048,2.387211293
pm25v0,ITH44,Attribute,57.47443692,42.30943937,71.95432771,244.8013406,180.2083996,306.4765421,1.728271115,1.272247536,2.163698514
pm25v0,ITH43,Attribute,34.24431401,27.55489633,40.43443808,245.4367209,197.4922031,289.8026717,2.039466636,1.6410894,2.408100489
pm25v0,ITH42,Attribute,101.6491039,80.11718411,122.0834504,190.699996,150.3050264,229.0357416,1.70692315,1.345361156,2.050050462
pm25v0,ITH41,Attribute,50.91678882,41.27473677,60.22908116,166.4624451,134.9402685,196.9062811,1.70853255,1.384997768,2.020998815
pm25v0,ITH37,Attribute,72.19971341,57.40303014,86.79905783,298.3075857,237.1714718,358.6286802,2.485999751,1.976524224,2.988676516
pm25v0,ITH36,Attribute,172.7553708,127.7292943,217.0205538,189.7524589,140.2970246,238.3716758,2.091738253,1.546576187,2.627675152
pm25v0,ITH35,Attribute,166.8378906,123.2688611,210.9935152,198.4087977,146.5956605,250.9191555,1.983222707,1.465334841,2.508066667
pm25v0,ITH34,Attribute,128.4492427,99.47000333,157.4153568,148.5655756,115.0484681,182.0671805,1.714752634,1.327904094,2.101417604
pm25v0,ITH33,Attribute,13.87156522,2.102357306,25.45816976,66.54363603,10.08522349,122.1266022,0.555990259,0.084265214,1.020396146
pm25v0,ITH32,Attribute,124.3311117,96.50719058,150.9374996,146.3712692,113.6153002,177.6937257,1.677556926,1.302151491,2.03652802
pm25v0,ITH31,Attribute,188.4831177,148.5237203,227.79288,211.1891146,166.416987,255.2328019,2.308391021,1.819022982,2.789791096
pm25v0,ITH20,Attribute,50.40461997,29.44406725,71.10008228,97.31088034,56.84524776,137.263764,1.074935897,0.627936877,1.516269551
pm25v0,ITH10,Attribute,36.60497221,7.916733247,64.52715126,73.37442357,15.86947355,129.3407841,0.9302662,0.201201638,1.639803145
pm25v0,ITG2,Attribute,261.2668308,213.5522559,308.731462,158.9736428,129.9406689,187.8545215,1.752266001,1.432276696,2.070568783
pm25v0,ITG19,Attribute,83.00704209,66.35441822,99.48466122,207.5711014,165.9289192,248.7756053,2.157597839,1.72476489,2.585873181
pm25v0,ITG18,Attribute,56.87307289,44.78330143,69.68093961,183.458058,144.4601946,224.7718812,1.92346755,1.514599496,2.356613794
pm25v0,ITG17,Attribute,197.1598527,157.8606173,237.1431906,182.3226342,145.9811322,219.2966082,2.003164146,1.603897985,2.409371233
pm25v0,ITG16,Attribute,34.86719245,29.18628015,40.41362882,202.5325111,169.5334708,234.7505704,1.913486091,1.601731716,2.217856994
pm25v0,ITG15,Attribute,57.8564349,47.15216927,68.51521477,213.3732623,173.8959478,252.6829246,2.121686106,1.729158084,2.512539705
pm25v0,ITG14,Attribute,102.3814049,84.44911016,120.3185712,229.7113458,189.4767046,269.9570329,2.283484056,1.883546433,2.683522231
pm25v0,ITG13,Attribute,134.5448585,106.0888613,164.8072578,207.7966112,163.8475296,254.5358832,1.908459365,1.50483436,2.33770033
pm25v0,ITG12,Attribute,246.561521,199.0004897,296.6624037,198.0780104,159.8694712,238.3268773,2.122060499,1.712746516,2.5532193
pm25v0,ITG11,Attribute,112.6765714,90.97641675,134.0967013,261.4204875,211.0741125,311.1171451,2.540409623,2.051176213,3.023320854
pm25v0,ITF65,Attribute,103.0724678,82.5400603,124.4301566,186.4986151,149.3471526,225.1434877,1.887149503,1.511229677,2.278175267
pm25v0,ITF64,Attribute,27.47249304,20.32182894,34.9201098,167.7730334,124.1038636,213.2560349,1.757947082,1.300389096,2.2345002
pm25v0,ITF63,Attribute,58.35753467,45.25245596,72.02739009,161.589565,125.3019871,199.4410955,1.700821196,1.318884853,2.099211803
pm25v0,ITF62,Attribute,34.84834726,28.49860073,41.42528399,203.116081,166.1061596,241.4501814,2.404930594,1.966749917,2.858777851
pm25v0,ITF61,Attribute,127.6804514,105.0145678,150.1327206,178.4183489,146.7452504,209.7930321,1.879514976,1.545874477,2.210006053
pm25v0,ITF52,Attribute,47.33182061,40.24196596,54.81588717,236.0841513,200.7207565,273.4139245,2.530846227,2.151770412,2.930991492
pm25v0,ITF51,Attribute,69.45272555,60.47934327,77.93129,183.1259917,159.465574,205.4817895,1.740295221,1.515451457,1.952739188
pm25v0,ITF4X,Attribute,605.0854713,506.5552234,702.8751941,336.1975765,281.4522023,390.5315002,3.155691859,2.64186721,3.66563977
pm25v0,ITF45,Attribute,210.0631729,170.85374,249.9070322,261.6745885,212.8314618,311.3080865,2.756026577,2.241627669,3.278735149
pm25v0,ITF44,Attribute,99.67773863,82.66638404,116.5812938,249.2329713,206.6976634,291.4988726,2.696117799,2.236014459,3.153294935
pm25v0,ITF43,Attribute,128.4533143,105.2683228,151.4598289,220.5581041,180.7486154,260.0612202,2.492480956,2.042625523,2.938864074
pm25v0,ITF35,Attribute,216.0034827,171.8845439,257.5634111,197.3801241,157.0651401,235.3566827,2.119937178,1.686958734,2.527791851
pm25v0,ITF34,Attribute,83.09924614,72.01509203,94.57487131,192.9847935,167.2432843,219.6355487,1.897518182,1.644427356,2.159544831
pm25v0,ITF33,Attribute,624.7702775,462.2509896,785.2019481,203.4057303,150.4944586,255.637378,2.462299956,1.821857543,3.094468966
pm25v0,ITF32,Attribute,65.41931663,55.32657384,75.57224557,229.9108055,194.440182,265.5931401,2.10653716,1.781557628,2.433450111
pm25v0,ITF31,Attribute,161.0116655,116.9907825,203.3337404,179.0640081,130.1086655,226.1293409,2.184505881,1.587309338,2.758619248
pm25v0,ITF22,Attribute,53.14049925,45.07529806,61.16701731,234.1479849,198.6105229,269.5151866,2.122219554,1.800137297,2.442753533
pm25v0,ITF21,Attribute,14.59455329,11.68638414,17.47552395,166.7603536,133.5306272,199.6794936,1.421571576,1.138306769,1.702185562
pm25v0,ITF14,Attribute,86.22835397,72.74397885,100.1520607,221.9840775,187.2702674,257.8288827,2.028124321,1.710986587,2.355586818
pm25v0,ITF13,Attribute,57.70630849,45.41064821,70.8823351,184.0526291,144.8371604,226.0751956,1.805130989,1.420535043,2.217246443
pm25v0,ITF12,Attribute,46.45261424,37.51979424,55.88970061,152.8145489,123.4287319,183.8590353,1.519867944,1.227611811,1.828614995
pm25v0,ITF11,Attribute,35.66247492,28.02091408,43.03335012,117.6199112,92.41692283,141.9301567,1.03959152,0.816837032,1.254453591
pm25v0,ITC4B,Attribute,105.7036665,82.61329759,129.6468526,262.8867249,205.4613382,322.4326136,2.431303688,1.900209381,2.982007207
pm25v0,ITC4A,Attribute,90.77581495,70.62395157,110.6304179,256.5010223,199.5592995,312.6025332,2.334414648,1.816194236,2.844985015
pm25v0,ITC49,Attribute,50.10178841,41.79574328,58.21187592,228.60874,190.7104531,265.6124388,2.397944058,2.000420125,2.786083542
pm25v0,ITC48,Attribute,163.1147241,137.0216803,188.5454969,308.1885647,258.8896873,356.2357145,2.523948864,2.120214282,2.917430626
pm25v0,ITC47,Attribute,172.0349484,130.4211508,213.3159017,141.3179273,107.1349317,175.2271231,1.64327042,1.245795247,2.037554979
pm25v0,ITC46,Attribute,138.4243431,103.5910992,171.7786336,129.4866987,96.90328211,160.6862099,1.534282132,1.148213743,1.903946135
pm25v0,ITC45,Attribute,875.4123317,670.2467283,1060.822093,484.601383,370.964272,587.885526,2.473090153,1.893533092,2.996815085
pm25v0,ITC44,Attribute,12.46320094,0,24.83524364,69.02216912,0,137.5391114,0.692037319,0,1.378968604
pm25v0,ITC43,Attribute,51.44585599,41.74755656,61.05673051,155.9476624,126.5498749,185.0801511,1.708922253,1.386789884,2.028139445
pm25v0,ITC42,Attribute,109.1972875,90.74348212,127.3180969,188.3257837,156.5008298,219.5759914,2.055129636,1.707859557,2.396118624
pm25v0,ITC41,Attribute,178.6912498,142.4885134,212.9793272,206.8161309,164.9163982,246.4993931,2.192624201,1.748436835,2.613302308
pm25v0,ITC34,Attribute,47.06823615,34.73819055,59.39140304,214.9775385,158.6619643,271.2615718,1.618868393,1.194791667,2.042705832
pm25v0,ITC33,Attribute,182.4868883,128.2156704,233.1131769,211.4098791,148.5363063,270.061329,1.544827481,1.085401443,1.973395982
pm25v0,ITC32,Attribute,54.42676715,38.18087311,68.60729955,194.7443115,136.6149241,245.4836236,1.444409423,1.013272848,1.820730511
pm25v0,ITC31,Attribute,51.14079856,40.04346835,61.64961703,240.1565775,188.0439578,289.5054099,1.82987966,1.432811932,2.205885945
pm25v0,ITC20,Attribute,5.73060274,0,14.89489474,45.6583555,0,118.6738505,0.436985409,0,1.13578187
pm25v0,ITC18,Attribute,114.077478,91.55984642,136.0192867,266.6728928,214.0346361,317.9650691,1.891616629,1.518234496,2.255449622
pm25v0,ITC17,Attribute,56.09937356,45.95938426,65.7634391,259.5573028,212.6421664,304.2704721,1.986955357,1.627819771,2.329231661
pm25v0,ITC16,Attribute,93.19254104,76.40538941,109.8968741,160.2197227,131.3588793,188.9381003,1.396905443,1.145279303,1.647288389
pm25v0,ITC15,Attribute,81.52366006,67.50829584,94.23713431,225.1865688,186.4736283,260.3032293,2.112304613,1.749180271,2.441691627
pm25v0,ITC14,Attribute,19.73247335,12.58339783,27.11354765,122.9590399,78.41085969,168.9530197,1.058094359,0.674748852,1.45387751
pm25v0,ITC13,Attribute,40.33329941,27.06159504,52.58964676,219.7633362,147.4492047,286.545775,1.722439314,1.15567187,2.245843721
pm25v0,ITC12,Attribute,45.11623195,36.17788496,53.90105622,255.669001,205.0156622,305.4526492,1.954172565,1.567025967,2.334664502
pm25v0,ITC11,Attribute,461.515801,363.8451077,559.0296383,205.5720937,162.0670875,249.0070901,1.962681177,1.547339568,2.377344377
pm25v0,IE0,Attribute,88.70803969,27.57201826,143.890452,19.77450999,6.146273776,32.07555551,0.303778929,0.094419954,0.492749432
pm25v0,HU33,Attribute,590.4273945,522.0306076,655.3520365,452.6497093,400.2121397,502.4256279,3.233191774,2.858641801,3.588729731
pm25v0,HU32,Attribute,592.484606,514.7358513,672.4444909,395.6869002,343.7625391,449.0880787,3.122660855,2.712893772,3.544080241
pm25v0,HU31,Attribute,471.8846796,417.5867314,527.6425531,391.3934216,346.3568712,437.6409989,2.729639864,2.415548146,3.052177365
pm25v0,HU23,Attribute,360.3708637,322.7385432,396.8350324,384.2333846,344.1077704,423.1137683,2.777246208,2.487222151,3.058268818
pm25v0,HU22,Attribute,272.40252,239.5676642,304.9120443,275.3819999,242.1876851,308.2475081,2.131197944,1.874304386,2.385547043
pm25v0,HU21,Attribute,315.9721579,282.2343434,348.5280839,290.5501733,259.5262403,320.4874127,2.270188201,2.027791349,2.504093126
pm25v0,HU12,Attribute,363.5849781,315.2884422,412.2328589,302.4587817,262.2819919,342.9278179,2.619797002,2.271802199,2.970322141
pm25v0,HU11,Attribute,394.9749973,309.742408,475.634624,229.775351,180.1915634,276.6988425,1.788739391,1.402735412,2.154037105
pm25v0,HR0,Attribute,1185.267025,1071.505123,1303.997466,280.3799546,253.4688637,308.4664371,2.287504811,2.067950427,2.516648146
pm25v0,FRM02,Attribute,27.38419553,22.99144977,31.85485068,164.7960972,138.3624803,191.6979032,1.786989757,1.500352437,2.078704223
pm25v0,FRM01,Attribute,24.27154084,20.07498095,28.64219118,168.8056664,139.6210505,199.2001032,1.768951509,1.463115997,2.087466731
pm25v0,FRL06,Attribute,127.728842,102.8154907,152.6053998,234.5807504,188.8266922,280.266931,2.408283235,1.938582462,2.877274796
pm25v0,FRL05,Attribute,240.5246947,204.5288367,275.4660679,236.9988183,201.531666,271.4266202,2.366861842,2.012667958,2.710672894
pm25v0,FRL04,Attribute,417.153211,346.5957044,483.0331897,211.4241279,175.6645937,244.8127091,2.321827386,1.929131045,2.688483425
pm25v0,FRL03,Attribute,185.0747946,152.1035992,215.66914,171.9656102,141.3300626,200.3925887,1.581247148,1.299552911,1.842632085
pm25v0,FRL02,Attribute,15.26195139,7.763313404,22.45575294,112.1126387,57.02869286,164.9568677,1.127521341,0.573546395,1.658959702
pm25v0,FRL01,Attribute,27.31243556,20.47138839,33.76059446,172.1078693,128.9997392,212.7400288,1.698708032,1.273243643,2.099726897
pm25v0,FRK28,Attribute,48.02225623,34.87407087,60.04537426,64.63557588,46.93912425,80.8175379,0.916539345,0.665603377,1.145998766
pm25v0,FRK27,Attribute,30.51485772,19.22407926,41.38955294,73.36468784,46.21917311,99.50973994,0.902600253,0.56863617,1.224250164
pm25v0,FRK26,Attribute,182.4486629,144.9266257,219.3362973,104.710297,83.17604644,125.8803229,1.3764938,1.093413799,1.654784069
pm25v0,FRK25,Attribute,98.86208295,82.77898614,113.7100559,131.7645683,110.3288485,151.5540935,1.294260523,1.083708575,1.488642442
pm25v0,FRK24,Attribute,100.5668197,82.83558428,117.0100096,83.12529083,68.46936342,96.71651748,1.238406668,1.020069662,1.440879172
pm25v0,FRK23,Attribute,84.20768152,71.11123155,96.75141336,172.7348162,145.870687,198.4649871,1.980067305,1.672133744,2.274998828
pm25v0,FRK22,Attribute,63.25659974,52.94788389,73.3883715,200.4150466,167.7540524,232.5154403,2.012958146,1.684921282,2.335361296
pm25v0,FRK21,Attribute,55.7362024,47.2336977,63.74097273,92.947084,78.76838273,106.2956722,1.420428705,1.203755537,1.624413952
pm25v0,FRK14,Attribute,70.42567404,58.82181968,81.84886224,110.6577954,92.42501989,128.6066879,1.111533303,0.928390218,1.291824419
pm25v0,FRK13,Attribute,25.44240662,19.66816182,31.02492258,113.8184463,87.98678898,138.7924727,1.216049159,0.940067244,1.482864654
pm25v0,FRK12,Attribute,22.23250971,15.14748516,28.95340547,150.6244903,102.6236197,196.1584604,1.149807214,0.783389152,1.497392772
pm25v0,FRK11,Attribute,61.33442115,48.55489665,72.56210559,179.3308866,141.9656841,212.1588355,1.405401841,1.112578111,1.6626661
pm25v0,FRJ28,Attribute,45.43426637,39.34992018,51.255204,187.4095719,162.3125826,211.4200319,2.024022202,1.752986361,2.283320687
pm25v0,FRJ27,Attribute,63.19666039,53.2732297,72.09739132,168.0774583,141.6851953,191.7497477,1.636027366,1.379135867,1.866442247
pm25v0,FRJ26,Attribute,28.19822686,20.8878372,35.21660484,123.4644339,91.4562716,154.1940451,1.029678906,0.762738873,1.285953303
pm25v0,FRJ25,Attribute,30.75395155,23.69455249,36.67746748,178.5015817,137.5272631,212.883107,1.613157197,1.242879611,1.92384942
pm25v0,FRJ24,Attribute,33.65499015,27.56909789,39.40725014,180.2518835,147.6566967,211.0601472,1.724539057,1.412697436,2.019281282
pm25v0,FRJ23,Attribute,148.7265016,118.6935382,178.5450638,118.0815008,94.23713381,141.7554822,1.529519543,1.220665856,1.836164034
pm25v0,FRJ22,Attribute,39.8989675,30.45851267,48.54508117,144.5347885,110.3365499,175.8555136,1.240540468,0.947019302,1.509363073
pm25v0,FRJ21,Attribute,20.93346341,16.52611266,24.83046672,139.4799145,110.1136819,165.4456966,1.277959587,1.008900387,1.515861576
pm25v0,FRJ15,Attribute,95.75487965,80.51371795,111.0668097,212.422721,178.6121604,246.3900986,1.860043703,1.563996026,2.1574611
pm25v0,FRJ14,Attribute,8.684559288,5.973214787,11.32165012,113.3746134,77.97865224,147.8012797,1.006350087,0.692165805,1.311929041
pm25v0,FRJ13,Attribute,222.523386,188.8528706,257.0120965,209.6212547,177.9035721,242.1094602,2.17648447,1.847165226,2.513802622
pm25v0,FRJ12,Attribute,154.6298819,126.4087787,182.1604981,217.0820928,177.4628952,255.7319685,2.436004605,1.991429477,2.86969629
pm25v0,FRJ11,Attribute,64.88430005,54.60738822,74.35646936,182.6386527,153.710989,209.3010577,1.702977378,1.433254391,1.951576564
pm25v0,FRI34,Attribute,62.4401441,53.62420776,70.88784928,146.3033233,125.6467096,166.0971402,1.402807113,1.204746141,1.592594797
pm25v0,FRI33,Attribute,45.64147845,38.34636227,52.1608619,124.1901271,104.3400701,141.9294421,1.318213639,1.107523055,1.506498182
pm25v0,FRI32,Attribute,93.84783066,74.3371419,110.7630383,151.115097,119.6986287,178.3523077,1.383519524,1.0958944,1.63288031
pm25v0,FRI31,Attribute,55.84779456,46.69906388,64.0948723,159.199074,133.119711,182.7082187,1.46928501,1.228598263,1.686249245
pm25v0,FRI23,Attribute,51.25435915,41.26601725,60.39983129,137.7027746,110.8673902,162.2737121,1.111795329,0.895132229,1.310174708
pm25v0,FRI22,Attribute,23.01290631,16.05971028,29.50720075,189.0175132,131.9067223,242.3593929,1.327679202,0.926531535,1.702350291
pm25v0,FRI21,Attribute,41.41654374,32.73601574,49.36622188,171.7584963,135.7593588,204.7267771,1.338243753,1.057761066,1.595110984
pm25v0,FRI15,Attribute,78.91199782,61.30310187,95.40691004,120.6689843,93.74239021,145.892025,1.11978036,0.869911299,1.353839215
pm25v0,FRI14,Attribute,64.59486913,54.16117735,73.91934978,196.839726,165.0450337,225.2543532,1.819620438,1.525714104,2.0822788
pm25v0,FRI13,Attribute,55.33777962,44.83799082,65.70852035,143.8513025,116.5570739,170.8100171,1.541739775,1.249215759,1.830665894
pm25v0,FRI12,Attribute,213.8065925,174.8753141,249.2582755,145.3184965,118.8582738,169.4136415,1.591649756,1.301837972,1.85555642
pm25v0,FRI11,Attribute,77.42694807,61.90833203,91.32169047,188.5538643,150.7619415,222.3913264,1.681184677,1.344235823,1.982870988
pm25v0,FRH04,Attribute,78.94305416,59.15938664,97.26775434,109.3196011,81.92342018,134.6953874,1.05702393,0.792130057,1.302380796
pm25v0,FRH03,Attribute,82.49708843,62.48416614,100.5725646,82.8619848,62.76056245,101.0173816,0.995832283,0.754256209,1.214020147
pm25v0,FRH02,Attribute,89.10396261,63.34895139,113.9948805,99.51421571,70.75023639,127.3131038,0.890215163,0.63290621,1.138889057
pm25v0,FRH01,Attribute,59.29181301,40.01165157,78.04754125,101.0274399,68.17586586,132.9854917,0.921242196,0.621680337,1.21265369
pm25v0,FRG05,Attribute,67.774314,54.54036154,79.67273012,106.5295577,85.72784624,125.2321026,1.165247273,0.937718318,1.369813306
pm25v0,FRG04,Attribute,70.53447307,59.72825561,79.65043261,125.5813793,106.3415141,141.8118911,1.313179684,1.11199466,1.482896187
pm25v0,FRG03,Attribute,27.46757975,22.09730375,32.10719868,90.30405886,72.64825797,105.5577486,1.073219528,0.863392487,1.254497753
pm25v0,FRG02,Attribute,90.71985016,76.37406933,103.198073,115.0154946,96.8276396,130.8356655,1.338962526,1.127233012,1.523127405
pm25v0,FRG01,Attribute,109.2875065,83.80179725,132.9641752,83.86580871,64.30824094,102.0352209,1.012016853,0.776014883,1.231267293
pm25v0,FRF34,Attribute,39.15881855,30.29684953,47.38922247,104.1843557,80.6064463,126.0820016,1.019297821,0.788626002,1.233528364
pm25v0,FRF33,Attribute,101.8894412,86.22108906,116.1419145,97.76652484,82.73216478,111.442304,1.12568856,0.952585807,1.283147729
pm25v0,FRF32,Attribute,20.37071239,16.56486236,23.77721568,106.2328923,86.38531415,123.9979245,1.134914253,0.922882946,1.32469555
pm25v0,FRF31,Attribute,73.23135018,61.56255663,83.72474536,100.3328964,84.34568148,114.7097247,1.065463769,0.895692464,1.218133579
pm25v0,FRF24,Attribute,23.95801298,19.42596017,27.97886865,131.0679753,106.2743372,153.0649807,1.23463951,1.001087975,1.441847041
pm25v0,FRF23,Attribute,62.83511316,53.06872172,71.48195376,110.6857571,93.48198505,125.9174117,1.149946926,0.97121329,1.308191379
pm25v0,FRF22,Attribute,38.18742338,32.85122292,42.90209761,125.3842673,107.8632887,140.8645539,1.333807324,1.147422985,1.498483348
pm25v0,FRF21,Attribute,22.26743571,16.97522479,27.04597484,79.10985413,60.3080566,96.0867576,0.885767707,0.675253228,1.075848009
pm25v0,FRF12,Attribute,71.74020981,61.49349618,81.36212043,95.65689618,81.99423598,108.4864343,1.146280276,0.982561274,1.300014787
pm25v0,FRF11,Attribute,110.2880449,92.13514445,126.3954541,100.2782386,83.77297251,114.923649,1.254071256,1.047659862,1.437222997
pm25v0,FRE23,Attribute,60.43680397,48.12274448,71.13556936,106.2138003,84.57255815,125.0162878,1.024917687,0.816091967,1.206349785
pm25v0,FRE22,Attribute,69.18759036,55.46475872,81.45047874,85.60911617,68.6291566,100.7826319,1.234219767,0.989423546,1.452971852
pm25v0,FRE21,Attribute,66.96355412,57.34010489,75.62209356,124.4747264,106.5861427,140.5697139,1.283338647,1.098908526,1.449276399
pm25v0,FRE12,Attribute,152.4584155,121.1815357,180.9927341,104.2908695,82.89555295,123.810114,1.119182847,0.889583556,1.328648773
pm25v0,FRE11,Attribute,243.6277847,188.0868162,294.8025383,94.30991599,72.80966031,114.1199733,1.07148471,0.82721494,1.296550975
pm25v0,FRD22,Attribute,102.5443132,75.18865124,126.8970678,81.96574503,60.09979003,101.4314257,0.865988245,0.634970345,1.071646008
pm25v0,FRD21,Attribute,45.79724505,36.83681326,53.92174632,78.26944,62.95553123,92.15475702,1.067757993,0.858848004,1.257177844
pm25v0,FRD13,Attribute,30.11461298,22.18358471,38.3926939,104.0944379,76.67986978,132.7087169,1.014276114,0.74715561,1.293084945
